id,name,screen_name,location,followers_count,friends_count,follower_of,followed_by
1149488300266143745,rajkamal,rajkama44579966,,0,53,iamyusufpathan,
1149488891503599618,Shubham Kumar,Shubham63416639,,0,54,iamyusufpathan,
1108945070814724099,Najrul Hoque,NajrulHoque20,,5,203,iamyusufpathan,
173923081,Jagadish,Jagsyalla,Hyderabad,66,342,iamyusufpathan,
1149342541453484038,Akhilpth,akhilpth,,0,106,iamyusufpathan,
1149486153264840705,Irshad ahmad chudhary,chudhary_irshad,,0,67,iamyusufpathan,
1148444243712569344,༺Leͥgeͣnͫd༻ᴳᵒᵈ ༒ Anusyam,LAnusyam,,3,112,iamyusufpathan,
757907425051680768,arungangwar,arungan74687290,,22,207,iamyusufpathan,
1141931100932993024,Andydahiya,Anildah91370855,"Dadri, India",1,97,iamyusufpathan,
1023447941577469952,faizan,faizan49931877,India,24,114,iamyusufpathan,
1139271133684011017,REHAN ULLAH,rehanullahactor,"Peshawar, Pakistan",449,1779,iamyusufpathan,
1109688336896020480,Tarun Kalavadiya,KalavadiyaTarun,,2,56,iamyusufpathan,
1149365663397367808,Sateesh Kumar Nayak,SateeshNayak8,,0,104,iamyusufpathan,
1149484471277633539,Avishek Promise,Avishek59068315,"Dhaka, Bangladesh",0,211,iamyusufpathan,
1148873847086731264,Tanvir Khan,TanvirK69808102,,1,53,iamyusufpathan,
1147813846788128769,PRIYANSHU ANTIL,antil_priyanshu,,1,94,iamyusufpathan,
1142149474023690240,Nadim War,WarNadim,,5,137,iamyusufpathan,
1149484824119263238,Jitin Shukla,JitinShukla10,,1,143,iamyusufpathan,
1149209968752513025,Amiya Sarkar,AmiyaSa26886068,,0,46,iamyusufpathan,
619011929,LUCKY,KodatiLucky,Warangal,11,102,iamyusufpathan,
1149483345543217155,Pratik Kumar,PratikK22053050,,1,48,iamyusufpathan,
425100058,Vijay Shankar,vijayshankar260,"Chennai, India",173121,121,,im_manishpandey
92708272,Mahendra Singh Dhoni,msdhoni,India,7615745,34,,im_manishpandey
2482782432,Akshar Patel,akshar2026,,380844,94,,im_manishpandey
2330771738,Mohammad Nabi,MohammadNabi007,"Kabul,Afghanistan",224121,403,,im_manishpandey
127765218,David Warner,davidwarner31,Sydney,1928013,585,,im_manishpandey
593483131,Prasidh Krishna,prasidh43,"Bengaluru South, India",3964,51,,im_manishpandey
59808841,yuvraj singh,YUVSTRONG12,"Mumbai, India",4699667,379,,im_manishpandey
368186169,hardik pandya,hardikpandya7,baroda,3856301,115,,im_manishpandey
287117871,Cricket World Cup,cricketworldcup,"Dubai, United Arab Emirates",1086607,635,,im_manishpandey
2692996591,Namma KPL,KPLKSCA,Bangalore,10290,140,,im_manishpandey
986949136082710528,ICC T20 World Cup,T20WorldCup,,61069,1035,,im_manishpandey
447977892,Yuzvendra Chahal,yuzi_chahal,,839949,208,,im_manishpandey
2440051333,Kuldeep yadav,imkuldeep18,India,655504,89,,im_manishpandey
848162031559626754,Mayank Agarwal,mayankcricket,India,148826,50,,im_manishpandey
1035100758,Bhuvneshwar Kumar,BhuviOfficial,"Uttar Pradesh, India",1792287,33,,im_manishpandey
729582793576042496,Rashid Khan,rashidkhan_19,Afghanistan,406307,414,,im_manishpandey
710445660,Siddharth Kaul,sidkaul22,India,62682,107,,im_manishpandey
1014634303,BCCI Domestic,BCCIdomestic,"Mumbai, Maharashtra",318355,128,,im_manishpandey
1043761863035641856,Helix India,Helix_Watches,India,344,1,,im_manishpandey
177547780,ICC,ICC,Dubai,9182070,541,,im_manishpandey
350922801,Tom Moody,TomMoodyCricket,"Australia, India, Pakistan, Caribbean & Bangladesh",422722,637,,im_manishpandey
989137039,SunRisers Hyderabad,SunRisers,Hyderabad,2134646,104,,im_manishpandey
18839785,Narendra Modi,narendramodi,India,48532042,2202,,im_manishpandey
1026332905,Star Sports,StarSportsIndia,India,4399106,249,,im_manishpandey
415859364,Nike,Nike,"Beaverton, Oregon",7885339,117,,im_manishpandey
1082232914493038592,Naeem,Naeem13584940,"Lahore, Pakistan",13,320,im_manishpandey,
1149369947375599616,Ijaz_Call Me_Dhoni,CallIjaz,,0,57,im_manishpandey,
1149488300266143745,rajkamal,rajkama44579966,,0,53,im_manishpandey,
1148652588914495488,PRASANTA MEHER,PRASANT30974208,,9,416,im_manishpandey,
435077460,ashfaq hussain khan,ashfaqh_khan,Anantnag ,14,890,im_manishpandey,
1108945070814724099,Najrul Hoque,NajrulHoque20,,5,203,im_manishpandey,
1001323124195868672,Raman Mathesh,mathesh_raman,"Tamil Nadu, India",0,74,im_manishpandey,
1060523949069455362,Subha Chakraborty,SubhaCh64549860,"Bata Nagar, Kolkata",2,47,im_manishpandey,
1091321925157208065,Poojitha Reddy,Poojitha0611,,3,63,im_manishpandey,
1128327367695355904,MS@mahesh,MSmahes42101294,,12,228,im_manishpandey,
1124155340088532995,Biswajit,BiswajitProdh14,India,0,107,im_manishpandey,
2865305461,spark shahul,Spark_shahul,India,54,146,im_manishpandey,
1149342541453484038,Akhilpth,akhilpth,,0,106,im_manishpandey,
1139190310163009536,Saikiran,Saikira44453149,,0,21,im_manishpandey,
1143717329848668165,RD Chikku,ChikkuRd,,1,119,im_manishpandey,
1149484396744855552,Diwakar kumar,Diwakar45582852,,0,29,im_manishpandey,
1148444243712569344,༺Leͥgeͣnͫd༻ᴳᵒᵈ ༒ Anusyam,LAnusyam,,3,112,im_manishpandey,
1141931100932993024,Andydahiya,Anildah91370855,"Dadri, India",1,97,im_manishpandey,
1139271133684011017,REHAN ULLAH,rehanullahactor,"Peshawar, Pakistan",449,1779,im_manishpandey,
1139011511018409985,HiranmoyBanerjee,HiranmoyBanerj6,,1,31,im_manishpandey,
1149484471277633539,Avishek Promise,Avishek59068315,"Dhaka, Bangladesh",0,211,im_manishpandey,
1147813846788128769,PRIYANSHU ANTIL,antil_priyanshu,,1,94,im_manishpandey,
1149209968752513025,Amiya Sarkar,AmiyaSa26886068,,0,46,im_manishpandey,
619011929,LUCKY,KodatiLucky,Warangal,11,102,im_manishpandey,
1143192502167490561,Sunny,Sunny_swipes,"Hyderabad, India",1,243,im_manishpandey,
58060567,Jatin Sapru,jatinsapru,Mumbai,267161,467,,robbieuthappa
118992866,Makarand Waingankar,wmakarand,,4670,483,,robbieuthappa
295409869,Laurie Lankin Farley,pureintuitive1,"Portland, OR",774,797,,robbieuthappa
110384744,Sreesanth,sreesanth36,India,949040,200,,robbieuthappa
114423418,R P Singh रुद्र प्रताप सिंह,rpsingh,"Rae bareli, India",1570957,323,,robbieuthappa
14251256,Cricbuzz,cricbuzz,,4077052,590,,robbieuthappa
16542390,ESPNcricinfo,ESPNcricinfo,"At the cricket, mainly",5738779,168,,robbieuthappa
78941611,Harsha Bhogle,bhogleharsha,"Mumbai, India",8295699,165,,robbieuthappa
92424604,Michael Clarke,MClarke23,"Sydney, New South Wales",2121053,623,,robbieuthappa
19562228,Russell Brand,rustyrockets,,11657530,508,,robbieuthappa
727662488,Tata Motors,TataMotors,India,122429,233,,robbieuthappa
506091611,Jaguar Land Rover,JLR_News,"HQ Press Office, UK",69999,668,,robbieuthappa
864505447,Basu,basu2013,Chennai,20965,180,,robbieuthappa
1213502011,Ashwini Ponnappa,P9Ashwini,Bangalore,650429,217,,robbieuthappa
130684475,Sports Quotes,Sports_Greats,,1189177,67818,,robbieuthappa
44595330,Biswa Kalyan Rath,kalyanrath,Mumbai,1673314,1,,robbieuthappa
902534288,Kanan Gill,KananGill,,819603,725,,robbieuthappa
19287332,Kodagu Connect,KodaguConnect,"Madikeri, India",4816,69,,robbieuthappa
204832963,God,TheTweetOfGod,,5988440,1,,robbieuthappa
17416571,Airbnb,Airbnb,,695275,21309,,robbieuthappa
1683077954,Airbnb UK,Airbnb_uk,London,24156,1890,,robbieuthappa
1731291000,Airbnb India,Airbnb_in,India,19795,322,,robbieuthappa
2688148651,Airbnb Help,AirbnbHelp,,77383,5764,,robbieuthappa
34046228,Rohan Bopanna,rohanbopanna,"Bangalore, India",378543,438,,robbieuthappa
846137120209190912,Thoughts of Dog,dog_feelings,,2673306,2,,robbieuthappa
3073380846,Rajveer Doorwal,Rajveer02541147,"Jaipur, India",17,420,robbieuthappa,
130511001,Bhaskar Dutta,vazkardutta,"सिबसागर, भारत",77,277,robbieuthappa,
1082232914493038592,Naeem,Naeem13584940,"Lahore, Pakistan",13,320,robbieuthappa,
1149369947375599616,Ijaz_Call Me_Dhoni,CallIjaz,,0,57,robbieuthappa,
1149488300266143745,rajkamal,rajkama44579966,,0,53,robbieuthappa,
435077460,ashfaq hussain khan,ashfaqh_khan,Anantnag ,14,890,robbieuthappa,
1108945070814724099,Najrul Hoque,NajrulHoque20,,5,203,robbieuthappa,
1149223631479660544,Sayna Viratian Manna,MannaSayna,"Howrah, India",1,129,robbieuthappa,
1061931930344550400,Anil Sa,AnilSa28790318,,11,440,robbieuthappa,
173923081,Jagadish,Jagsyalla,Hyderabad,66,342,robbieuthappa,
1143717329848668165,RD Chikku,ChikkuRd,,1,119,robbieuthappa,
1149342541453484038,Akhilpth,akhilpth,,0,106,robbieuthappa,
1148248460178513920,sekpareshmd,sekpareshmd1,,1,123,robbieuthappa,
1148444243712569344,༺Leͥgeͣnͫd༻ᴳᵒᵈ ༒ Anusyam,LAnusyam,,3,112,robbieuthappa,
1141931100932993024,Andydahiya,Anildah91370855,"Dadri, India",1,97,robbieuthappa,
1047104168492560385,Srkumar,Srkumar31003288,"Tamilnadu,surangudi,😍",10,186,robbieuthappa,
1139271133684011017,REHAN ULLAH,rehanullahactor,"Peshawar, Pakistan",449,1779,robbieuthappa,
18554738,Sarita,twig0101,Earth,26,508,robbieuthappa,
1149484471277633539,Avishek Promise,Avishek59068315,"Dhaka, Bangladesh",0,211,robbieuthappa,
1148873847086731264,Tanvir Khan,TanvirK69808102,,1,53,robbieuthappa,
1147813846788128769,PRIYANSHU ANTIL,antil_priyanshu,,1,94,robbieuthappa,
1131750432793956352,Mohit Kumar,MohitKu15104759,,0,74,robbieuthappa,
1149484824119263238,Jitin Shukla,JitinShukla10,,1,143,robbieuthappa,
1149209968752513025,Amiya Sarkar,AmiyaSa26886068,,0,46,robbieuthappa,
619011929,LUCKY,KodatiLucky,Warangal,11,102,robbieuthappa,
4663241788,Nasser Hussain,nassercricket,,114500,540,,yuzi_chahal
1138360146696871936,CheQmate,cheqmateindia,"Gurgaon, India",11,0,,yuzi_chahal
124722110,Aalim Hakim,AalimHakim,"Mumbai, India",36522,85,,yuzi_chahal
104490925,Seema Jaswal,meseemajaswal,London,83853,18473,,yuzi_chahal
2792655871,RIDHIMA PATHAK,PathakRidhima,,28040,176,,yuzi_chahal
948585542865772544,Gauri Sheoran,GauriSheoran,"Chandigarh, India",2080,174,,yuzi_chahal
38403110,Ayushmann Khurrana,ayushmannk,Mumbai,4830196,578,,yuzi_chahal
807775550483763200,Ravi Shastri,RaviShastriOfc,"Mumbai, India",374662,20,,yuzi_chahal
1715447726,Wriddhiman Saha,Wriddhipops,"Kolkata, India",249629,128,,yuzi_chahal
1035865925399007232,Yogita Bali,yogitabalitweet,"Amritsar, India",32,259,,yuzi_chahal
3098049306,10K Run India,world10krun,India,236,1433,,yuzi_chahal
3951055633,India Sport,indiasportorg,"New Delhi, Delhi",265,997,,yuzi_chahal
740093856,WoMEN Sports Foundation,WSF_India,India,1173,706,,yuzi_chahal
61253025,Rohan Shrestha,RohanShrestha,,92108,305,,yuzi_chahal
2383674655,Mithun Manhas 🇮🇳,MithunManhas,"Jammu And Kashmir, delhi.",123024,139,,yuzi_chahal
2402505734,Smriti Mandhana,mandhana_smriti,Sangli,437012,44,,yuzi_chahal
2314959096,Vijender Singh,boxervijender,India,3798097,43,,yuzi_chahal
263800151,Jos Buttler,josbuttler,Everywhere,448339,430,,yuzi_chahal
233924133,MANOJ TIWARY,tiwarymanoj,Kolkata,2836264,1291,,yuzi_chahal
1288848391,Kabir Ali,Imkabirali,,15643,537,,yuzi_chahal
57235218,Gautam Bhimani,gbhimani,,57389,1204,,yuzi_chahal
277528226,Alexandra Hartley,AlexHartley93,"Manchester, England",48716,396,,yuzi_chahal
2292541754,Reena Dsouza,MCReenaDsouza,Bangalore,2623,870,,yuzi_chahal
386110592,Zakir Khan,Zakirism,"Mumbai, Maharashtra and Delhi ",917487,532,,yuzi_chahal
500526402,Sakshi Singh 🇮🇳❤️,SaakshiSRawat,Kolkata,307963,169,,yuzi_chahal
1149490638376714240,Swadesh,Swadesh51748543,,0,21,yuzi_chahal,
1148234094372765696,Prathmesh Malave,MalavePrathmesh,,0,35,yuzi_chahal,
1142394628403949569,Shubham Dabi,ShubhamDabi17,India,7,454,yuzi_chahal,
3222930974,Tapu Mahapatra,anilkumar49444,"Bhubaneshwar, India",0,62,yuzi_chahal,
768515979039080448,Rblack 🇮🇳,rblack420,,2896,724,yuzi_chahal,
1149490105603592194,Sourav Mondal,SouravM24907230,,0,20,yuzi_chahal,
1149488867768061957,Ravi Mahar,RaviMah49688864,,0,24,yuzi_chahal,
1149488335598940162,Navdeep Malik,Navdeep47992830,,0,21,yuzi_chahal,
1149488947879239681,Saheb Ghosh,SahebGh38805628,,0,44,yuzi_chahal,
1149369947375599616,Ijaz_Call Me_Dhoni,CallIjaz,,0,57,yuzi_chahal,
1149488880459976704,KønvìctUthaya,nvictuthaya,,0,19,yuzi_chahal,
1082232914493038592,Naeem,Naeem13584940,"Lahore, Pakistan",13,321,yuzi_chahal,
3299309400,gourav chouhan,gouravjogi,,38,287,yuzi_chahal,
1149488958637629440,jeet choudhary,jeetcho53031609,,0,27,yuzi_chahal,
1149490064499458050,R.SRIRAM,RSRIRAM15821283,,0,18,yuzi_chahal,
1149488378666074120,Jeetrajsinh Zala,JeetrajsinhZ,,0,19,yuzi_chahal,
1149488891503599618,Shubham Kumar,Shubham63416639,,0,54,yuzi_chahal,
1149369488652943360,JYOTIRANJAN BEHERA,JYOTIRA28093072,,0,20,yuzi_chahal,
1149488551219744771,akshay1998yewale@gmail.com,akshay1998yewa1,,0,23,yuzi_chahal,
1142780431827255297,Maestro Prakash,maestro_prakash,,14,585,yuzi_chahal,
2272953132,deb dutta,debkmr25,"Ranchi, India",2,63,yuzi_chahal,
1043080366628597761,Adhibharani,adhibharani,Thuraiyur India,13,380,yuzi_chahal,
1149280887487418370,Sanju Singh,SanjuSi82590345,,0,20,yuzi_chahal,
1149489224460062720,Raghvendra Singh,Raghven61928182,,0,95,yuzi_chahal,
1061476351465508870,Pavan Kumar,PavanKu23636049,"Bengaluru South, India",0,190,yuzi_chahal,
219251853,Patrick Farhart,patrickfarhart,,15555,1400,,imkuldeep18
729582793576042496,Rashid Khan,rashidkhan_19,Afghanistan,406309,414,,imkuldeep18
448014275,Simmran K Mundi,SimrankMundi,,61023,142,,imkuldeep18
104490925,Seema Jaswal,meseemajaswal,London,83853,18473,,imkuldeep18
302136938,SONAL CHAUHAN,sonalchauhan7,mumbai,361365,230,,imkuldeep18
361315016,Ajinkya Rahane,ajinkyarahane88,Mumbai,5480477,68,,imkuldeep18
121046433,Rohit Sharma,ImRo45,,14299320,45,,imkuldeep18
2482782432,Akshar Patel,akshar2026,,380852,94,,imkuldeep18
339099296,IamKedar,JadhavKedar,Pune,342070,39,,imkuldeep18
1530788592,Eklavya Dwivedi,eklavyadwivedi,"New Delhi, India",1893,46,,imkuldeep18
309824558,cheteshwar pujara,cheteshwar1,,2204183,32,,imkuldeep18
2854166772,Bharat Petroleum,BPCLimited,India,205900,1131,,imkuldeep18
323469361,Saqlain Mushtaq,Saqlain_Mushtaq,England/Pakistan,1113500,315,,imkuldeep18
1253460452,Sugata Bhattacharjee,drsugata,"New Hampshire, USA",19960,113,,imkuldeep18
380749300,Apple,Apple,"Cupertino, CA",2969046,0,,imkuldeep18
926465640,The Manual,themanualguide,"New York, Portland",113125,69596,,imkuldeep18
577953106,Bishan Bedi,BishanBedi,India,84189,6469,,imkuldeep18
459474360,Ammy Virk,AmmyVirk,"Nabha, India",73207,362,,imkuldeep18
162041294,kevin seraphin,french_savage,"Barcelone, Espagne",70212,10463,,imkuldeep18
177547780,ICC,ICC,Dubai,9182152,541,,imkuldeep18
92945681,Harbhajan Turbanator,harbhajan_singh,India,9868847,124,,imkuldeep18
447977892,Yuzvendra Chahal,yuzi_chahal,,840055,208,,imkuldeep18
135421739,Sachin Tendulkar,sachin_rt,"ÜT: 18.986431,72.823769",29696017,79,,imkuldeep18
58060567,Jatin Sapru,jatinsapru,Mumbai,267165,467,,imkuldeep18
1025343842,Ish Sodhi,ish_sodhi,,34571,386,,imkuldeep18
1149491407779799040,Anand Raj/A.R.,AnandRajAR2,,0,100,imkuldeep18,
1149490956514652160,Dhananjay,Dhananj16718421,,0,83,imkuldeep18,
1061117747839418368,ಚೇತನ್ ಗೌನಾ,sRWyZ4IhfjBXfkb,"Bengaluru, India",2,174,imkuldeep18,
91985308,Rahul Kothari,rkothari246,,76,407,imkuldeep18,
1125944923335696386,Raju@Madhesh,RajuMadhesh1,,3,162,imkuldeep18,
1143175005045448704,Yogesh Joshi,YogeshJ36540635,,1,320,imkuldeep18,
1129723215490584576,Chäñďû Göwďâ M K,ChGwMK1,,1,128,imkuldeep18,
3146979337,R. N. NIVALTON ROMY,rnnivaltonromy,,0,91,imkuldeep18,
937857344339288064,R bharatbhargav5076@gmail.com,Rbharatbhargav1,"Hasanganj, India",6,147,imkuldeep18,
904891947474489345,Prem Upadhyay,PremUpa47975349,,2,140,imkuldeep18,
1090890507138428930,Naresh kumar Yuvaraj,KuamrYuvaraj,"Tandur, India",6,95,imkuldeep18,
1119558675889213440,Andrews Sriram,AndrewsSriram,,6,130,imkuldeep18,
1148277687309365275,Venkat Sonu,VenkatSonu10,,1,30,imkuldeep18,
1149480824368054272,Sunil,Sunil85092344,,0,71,imkuldeep18,
141199889,Sandip Shinde,trulysandip,"Pune, Tuljapur MH",93,775,imkuldeep18,
1149490261493338113,SATHYARAJ,SATHYAR42318726,,1,86,imkuldeep18,
406326232,Ranjit Narwal,07Ranjit,jalandhar,8,54,imkuldeep18,
1149306430689669122,Shankar Mhetre,ShankarMhetre4,,0,26,imkuldeep18,
1071732995214753792,Charel Rajendrakumar Rupsinh,CRupsinh,,0,213,imkuldeep18,
1123913817526874113,sarfraz,sarfraz_HBK,,0,42,imkuldeep18,
1149258784109297665,hirdesh shakya,hirdesh32660378,,0,33,imkuldeep18,
1139030143404396544,Mitul Raval,MitulRa63645754,"भावनगर, भारत",5,433,imkuldeep18,
1057865909518295040,BOLLU LINGARAJU,BolluLingaraju,,0,50,imkuldeep18,
1149247986792140801,Priyankar Das,Priyank65124813,,0,50,imkuldeep18,
1148652588914495488,PRASANTA MEHER,PRASANT30974208,,9,577,imkuldeep18,
33801019,Parineeti Chopra,ParineetiChopra,,13123558,244,,MdShami11
157903916,Sunil Grover,WhoSunilGrover,"Mumbai, India.",5350761,281,,MdShami11
947192262,John Abraham,TheJohnAbraham,,2678769,5,,MdShami11
3172100750,Athiya Shetty,theathiyashetty,,2409344,189,,MdShami11
2583539371,Sunny Deol,iamsunnydeol,"Mumbai, India",366450,15,,MdShami11
21273807,Jackie Shroff,bindasbhidu,"Mumbai, India",260016,64,,MdShami11
333800185,zainab abbas,ZAbbasOfficial,,1461039,1098,,MdShami11
903909200987901952,Imran Tahir,ImranTahirSA,"Johannesburg, South Africa",133799,6,,MdShami11
339099296,IamKedar,JadhavKedar,Pune,342070,39,,MdShami11
2482782432,Akshar Patel,akshar2026,,380852,94,,MdShami11
539907711,Ambati Rayudu,RayuduAmbati,,342470,59,,MdShami11
357329341,Jaydev,imcaptainJJ,"Rajkot, India",343,16,,MdShami11
2611134289,NDMA India,ndmaindia,New Delhi-110029,120932,1699,,MdShami11
2791137282,NDRF,NDRFHQ,I N D I A,103191,121,,MdShami11
860834857902948352,Srinagar Sector CRPF 🇮🇳,crpf_srinagar,"Srinagar, India",24235,51,,MdShami11
3269824802,ITBP,ITBP_official,"New Delhi, India",182080,34,,MdShami11
2440051333,Kuldeep yadav,imkuldeep18,India,655538,89,,MdShami11
447977892,Yuzvendra Chahal,yuzi_chahal,,840055,208,,MdShami11
1015978838805876736,ChiChi Mallya 🇮🇳,ChiChiWorks279,Bengaluru+Navsari,98,208,,MdShami11
3260111353,Noida Traffic Police,noidatraffic,,39138,171,,MdShami11
3379557374,IG RANGE MEERUT,igrangemeerut,"Meerut, Uttar Pradesh",56043,97,,MdShami11
1461970477,NOIDA POLICE,noidapolice,"Noida, India",64020,417,,MdShami11
295026890,sonu sood,SonuSood,"Mumbai, India",1160914,147,,MdShami11
1391361674,ProKabaddi,ProKabaddi,India,282659,85,,MdShami11
2690615473,Chak89 Restaurant,Chak89Spice,"Mitcham, London CR4 3HG",28254,1695,,MdShami11
1059677231696375808,manu km,manukm31976352,"Bengaluru, India",1,117,MdShami11,
1149491407779799040,Anand Raj/A.R.,AnandRajAR2,,0,100,MdShami11,
1132136956714815488,Kavitha,Kavitha39414553,,0,90,MdShami11,
1149493642077151232,Roktim Gogoi,RoktimGogoi14,,0,19,MdShami11,
856181865073393665,Sudhanshu mahto,Sudhanshumahto7,,1,27,MdShami11,
1148911679037558784,Kritika,Kritika79522373,,3,36,MdShami11,
1061117747839418368,ಚೇತನ್ ಗೌನಾ,sRWyZ4IhfjBXfkb,"Bengaluru, India",2,174,MdShami11,
1149493612066963457,Ranjith Kr,Ranjith24736062,,0,23,MdShami11,
1149492728067002371,Babulal Verma,Babulal06271866,,0,30,MdShami11,
1148959625938522113,Manoj Yadav,ManojYa51469652,,0,16,MdShami11,
1137219024641650688,avanna.patil,PatilAvanna,,2,137,MdShami11,
1149493727313850370,Nikunj Nikinj,NikunjNikinj,,0,21,MdShami11,
1149490487671214080,Hirak jyoti dutta,Hirakjy15840029,"Panara, India",0,57,MdShami11,
1149493254947135488,Shailendra Yadav,Shailen06947489,,0,43,MdShami11,
91985308,Rahul Kothari,rkothari246,,76,407,MdShami11,
1149493606241067010,Kamleash,Kamleash5,,0,19,MdShami11,
809081602554941441,Naga raa,NagarajaSelvar2,Tamilnadu,38,205,MdShami11,
1143175005045448704,Yogesh Joshi,YogeshJ36540635,,1,320,MdShami11,
3146979337,R. N. NIVALTON ROMY,rnnivaltonromy,,0,91,MdShami11,
1149492946535718912,Anand Singh,AnandSi04614141,,0,6,MdShami11,
1028592733730918400,Siva Freeky HS,hs_siva,,20,121,MdShami11,
1133246966366781446,Praveen M Prasad,PraveenMPrasad1,,0,18,MdShami11,
998362745387925504,Harikant,Harikan63223140,,3,32,MdShami11,
1142497145863327745,தனிமையின் காதலன்,drHqnuRzkbefR3q,,3,85,MdShami11,
1149492480535982080,Azizur Rahman,AzizurR23288249,,0,18,MdShami11,
115060040,Tina Tengra,tinatengra07,Mumbai,2092,1284,,Jaspritbumrah93
139876086,AB de Villiers,ABdeVilliers17,"South Africa, Pretoria",6648169,259,,Jaspritbumrah93
368186169,hardik pandya,hardikpandya7,baroda,3856426,115,,Jaspritbumrah93
120785508,Krunal Pandya,krunalpandya24,baroda gujarat india,322978,53,,Jaspritbumrah93
2911000602,Shikhar Dhawan,SDhawan25,India,3878881,62,,Jaspritbumrah93
1614696542,Mohammad Shami,MdShami11,,1003356,261,,Jaspritbumrah93
149373397,Sukshinder Shinda,SukshnderShinda,United Kingdom & india ,400400,176,,Jaspritbumrah93
461922813,Zlatan Ibrahimović,Ibra_official,,5800552,13,,Jaspritbumrah93
1337785291,Roger Federer,rogerfederer,Switzerland,12537265,83,,Jaspritbumrah93
3018374354,Preet Mehta,ipmehta,,721,207,,Jaspritbumrah93
283129777,Jilay Shah,jilayshah,,488,95,,Jaspritbumrah93
523007478,juhika bumrah,JuhikaB,India,209,345,,Jaspritbumrah93
230632098,R SRIDHAR,coach_rsridhar,Hyderabad,38649,221,,Jaspritbumrah93
842089302,Mitchell McClenaghan,Mitch_Savage,,265534,978,,Jaspritbumrah93
123542333,Priyank Panchal,PKpanchal9,india,4491,500,,Jaspritbumrah93
2482782432,Akshar Patel,akshar2026,,380852,94,,Jaspritbumrah93
15639696,IndianPremierLeague,IPL,"Mumbai, India",6556822,115,,Jaspritbumrah93
185142711,BCCI,BCCI,India,9119080,69,,Jaspritbumrah93
59808841,yuvraj singh,YUVSTRONG12,"Mumbai, India",4699681,379,,Jaspritbumrah93
92708272,Mahendra Singh Dhoni,msdhoni,India,7615933,34,,Jaspritbumrah93
2481283506,Gurdas Maan,gurdasmaan,,3236968,27,,Jaspritbumrah93
135421739,Sachin Tendulkar,sachin_rt,"ÜT: 18.986431,72.823769",29696018,79,,Jaspritbumrah93
2855255702,Anil Kumble,anilkumble1074,"Bengaluru, India",4189614,268,,Jaspritbumrah93
121044171,Suresh Raina🇮🇳,ImRaina,India,16418337,318,,Jaspritbumrah93
1149493676189466627,Mugesh Gh,gh_mugesh,,0,28,Jaspritbumrah93,
808315918552023041,jaswanth naidu,jaswanthpandu,,4,21,Jaspritbumrah93,
1149491407779799040,Anand Raj/A.R.,AnandRajAR2,,0,100,Jaspritbumrah93,
1149493642077151232,Roktim Gogoi,RoktimGogoi14,,0,19,Jaspritbumrah93,
1149493665305202688,Hashish Chandh,HChandh,,0,14,Jaspritbumrah93,
1061117747839418368,ಚೇತನ್ ಗೌನಾ,sRWyZ4IhfjBXfkb,"Bengaluru, India",2,174,Jaspritbumrah93,
1149493612066963457,Ranjith Kr,Ranjith24736062,,0,23,Jaspritbumrah93,
1148911679037558784,Kritika,Kritika79522373,,3,36,Jaspritbumrah93,
1148959625938522113,Manoj Yadav,ManojYa51469652,,0,16,Jaspritbumrah93,
1149492728067002371,Babulal Verma,Babulal06271866,,0,30,Jaspritbumrah93,
1149493727313850370,Nikunj Nikinj,NikunjNikinj,,0,21,Jaspritbumrah93,
1378922982,vaibhav,vaibhav12061242,,1,95,Jaspritbumrah93,
1149491991660511232,Rakesh Mondal,RakeshM66021233,"West Bengal, India",0,27,Jaspritbumrah93,
1149493254947135488,Shailendra Yadav,Shailen06947489,,0,43,Jaspritbumrah93,
1149493606241067010,Kamleash,Kamleash5,,0,19,Jaspritbumrah93,
1149489123255656450,Gobind kumar maurya,GobindMaurya2,"Jaunpur, India",0,29,Jaspritbumrah93,
1149493761791033347,salender rana,RanaSalender,,0,25,Jaspritbumrah93,
1149493473457795075,Gaurav Sawant,GauravS35092334,,0,13,Jaspritbumrah93,
1149492487540449280,Arvind Kumar Jha,ArvindK20335087,,0,34,Jaspritbumrah93,
1149491971800489985,Mayank Sharma,MayankS75829191,,0,38,Jaspritbumrah93,
801974778676604928,Prakash Manikandan,prakashmani24,"Pollachi, India",24,139,Jaspritbumrah93,
1149488897799274497,Dazzling Rahmat Arzoo,RahmatArzoo,,0,14,Jaspritbumrah93,
3146979337,R. N. NIVALTON ROMY,rnnivaltonromy,,0,91,Jaspritbumrah93,
1149307445874814982,Saroj Kumar Mallick,SarojKu89497335,,0,26,Jaspritbumrah93,
1149493172327706631,Prabhakar,Prabhak86103377,,0,19,Jaspritbumrah93,
176888549,Delhi Capitals,DelhiCapitals,"New Delhi, India",1415825,138,,ImIshant
49586995,Harpal Singh Sokhi,harpalsokhi,Mumbai,12573,1486,,ImIshant
15210670,Harjinder Singh Kukreja,SinghLions,,1605881,1562342,,ImIshant
68939842,Sussex Cricket,SussexCCC,Sussex,81920,567,,ImIshant
2663131136,Doordarshan Sports,ddsportschannel,India,54936,691,,ImIshant
2532884354,HT Sports,HTSportsNews,India,92161,388,,ImIshant
1100927498,Doordarshan News,DDNewsLive,"New Delhi, India",2514978,24,,ImIshant
1666804076,Express Sports,IExpressSports,New Delhi,77557,342,,ImIshant
374253543,Gold Coast 2018,GC2018,,70092,2770,,ImIshant
335891957,Firstpost Sports,FirstpostSports,India,437137,769,,ImIshant
